relative_path,bundle_path,kind,category,promotion_target,status,rationale,size_kb
09_time_series_models/06_statistical_arbitrage_with_cointegrated_pairs.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/09_time_series_models/06_statistical_arbitrage_with_cointegrated_pairs.ipynb,ipynb,macro_risk,portfolio_research,curated_keep,Pairs/stat-arb pattern.,8.84
09_time_series_models/07_pairs_trading_backtest.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/09_time_series_models/07_pairs_trading_backtest.ipynb,ipynb,macro_risk,portfolio_research,curated_keep,Pairs backtest reference.,6.83
09_time_series_models/README.md,research_platform_definitive/laboratorio/notebooks_ml4t_reference/09_time_series_models/README.md,md,support,support,curated_keep,Support file retained for curated notebooks.,24.77
09_time_series_models/time_series_utils.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/09_time_series_models/time_series_utils.py,py,support,support,curated_keep,Support file retained for curated notebooks.,3.59
10_bayesian_machine_learning/03_bayesian_sharpe_ratio.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/10_bayesian_machine_learning/03_bayesian_sharpe_ratio.ipynb,ipynb,portfolio_risk,portfolio_research,curated_keep,Bayesian Sharpe uncertainty reference.,57.64
10_bayesian_machine_learning/04_rolling_regression.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/10_bayesian_machine_learning/04_rolling_regression.ipynb,ipynb,portfolio_risk,portfolio_research,curated_keep,Rolling factor exposure reference.,119.04
10_bayesian_machine_learning/05_stochastic_volatility.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/10_bayesian_machine_learning/05_stochastic_volatility.ipynb,ipynb,portfolio_risk,portfolio_research,curated_keep,Bayesian volatility reference; optional deps only.,157.8
10_bayesian_machine_learning/README.md,research_platform_definitive/laboratorio/notebooks_ml4t_reference/10_bayesian_machine_learning/README.md,md,support,support,curated_keep,Support file retained for curated notebooks.,18.85
10_bayesian_machine_learning/bayesian_utils.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/10_bayesian_machine_learning/bayesian_utils.py,py,support,support,curated_keep,Support file retained for curated notebooks.,5.92
11_decision_trees_random_forests/05_random_forest_return_signals.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/11_decision_trees_random_forests/05_random_forest_return_signals.ipynb,ipynb,ml_models,ml_stock_lab,curated_keep,Random forest alpha signal reference.,6.21
11_decision_trees_random_forests/06_alphalens_signals_quality.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/11_decision_trees_random_forests/06_alphalens_signals_quality.ipynb,ipynb,ml_models,ml_stock_lab,curated_keep,Tree signal quality diagnostics.,27.18
11_decision_trees_random_forests/README.md,research_platform_definitive/laboratorio/notebooks_ml4t_reference/11_decision_trees_random_forests/README.md,md,support,support,curated_keep,Support file retained for curated notebooks.,12.34
11_decision_trees_random_forests/tree_model_utils.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/11_decision_trees_random_forests/tree_model_utils.py,py,support,support,curated_keep,Support file retained for curated notebooks.,6.31
12_gradient_boosting_machines/04_preparing_the_model_data.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/12_gradient_boosting_machines/04_preparing_the_model_data.ipynb,ipynb,ml_models,ml_stock_lab,curated_keep,GBM-ready data preparation pattern.,7.58
12_gradient_boosting_machines/05_trading_signals_with_lightgbm_and_catboost.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/12_gradient_boosting_machines/05_trading_signals_with_lightgbm_and_catboost.ipynb,ipynb,ml_models,ml_stock_lab,curated_keep,LightGBM/CatBoost signal pattern; optional deps only.,3.46
12_gradient_boosting_machines/06_evaluate_trading_signals.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/12_gradient_boosting_machines/06_evaluate_trading_signals.ipynb,ipynb,ml_models,ml_stock_lab,curated_keep,ML signal evaluation reference.,25.64
12_gradient_boosting_machines/07_model_interpretation.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/12_gradient_boosting_machines/07_model_interpretation.ipynb,ipynb,ml_models,ml_stock_lab,curated_keep,Feature importance / model interpretation reference.,54.13
12_gradient_boosting_machines/08_making_out_of_sample_predictions.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/12_gradient_boosting_machines/08_making_out_of_sample_predictions.ipynb,ipynb,ml_models,ml_stock_lab,curated_keep,OOS prediction workflow pattern.,8.6
12_gradient_boosting_machines/09_backtesting_with_zipline.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/12_gradient_boosting_machines/09_backtesting_with_zipline.ipynb,ipynb,ml_models,portfolio_research,curated_keep,Backtest bridge reference; optional legacy dependency.,43.11
12_gradient_boosting_machines/README.md,research_platform_definitive/laboratorio/notebooks_ml4t_reference/12_gradient_boosting_machines/README.md,md,support,support,curated_keep,Support file retained for curated notebooks.,19.42
12_gradient_boosting_machines/boosting_utils.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/12_gradient_boosting_machines/boosting_utils.py,py,support,support,curated_keep,Support file retained for curated notebooks.,7.78
13_unsupervised_learning/01_linear_dimensionality_reduction/03_pca_and_risk_factor_models.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/13_unsupervised_learning/01_linear_dimensionality_reduction/03_pca_and_risk_factor_models.ipynb,ipynb,portfolio_risk,portfolio_research,curated_keep,PCA risk factor model reference.,138.79
13_unsupervised_learning/01_linear_dimensionality_reduction/04_pca_and_eigen_portfolios.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/13_unsupervised_learning/01_linear_dimensionality_reduction/04_pca_and_eigen_portfolios.ipynb,ipynb,portfolio_risk,portfolio_research,curated_keep,Eigen-portfolios reference.,57.55
13_unsupervised_learning/03_clustering_algorithms/04_hierarchical_clustering.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/13_unsupervised_learning/03_clustering_algorithms/04_hierarchical_clustering.ipynb,ipynb,portfolio_risk,portfolio_research,curated_keep,Clustering reference for universe/sector structure.,3.8
13_unsupervised_learning/04_hierarchical_risk_parity/01_hierarchical_risk_parity.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/13_unsupervised_learning/04_hierarchical_risk_parity/01_hierarchical_risk_parity.ipynb,ipynb,portfolio_risk,portfolio_research,curated_keep,HRP allocation reference; aligns with Riskfolio/skfolio patterns.,33.44
13_unsupervised_learning/04_hierarchical_risk_parity/02_pf_optimization_with_hrp_zipline_benchmark.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/13_unsupervised_learning/04_hierarchical_risk_parity/02_pf_optimization_with_hrp_zipline_benchmark.ipynb,ipynb,portfolio_risk,portfolio_research,curated_keep,HRP backtest benchmark reference.,86.62
13_unsupervised_learning/04_hierarchical_risk_parity/README.md,research_platform_definitive/laboratorio/notebooks_ml4t_reference/13_unsupervised_learning/04_hierarchical_risk_parity/README.md,md,support,support,curated_keep,Support file retained for curated notebooks.,0.0
13_unsupervised_learning/README.md,research_platform_definitive/laboratorio/notebooks_ml4t_reference/13_unsupervised_learning/README.md,md,support,support,curated_keep,Support file retained for curated notebooks.,23.47
13_unsupervised_learning/unsupervised_utils.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/13_unsupervised_learning/unsupervised_utils.py,py,support,support,curated_keep,Support file retained for curated notebooks.,6.77
14_working_with_text_data/03_document_term_matrix.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/14_working_with_text_data/03_document_term_matrix.ipynb,ipynb,financial_text,smart_money_engine,curated_keep,Reusable document-term feature pattern for filings/news.,35.56
14_working_with_text_data/04_news_text_classification.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/14_working_with_text_data/04_news_text_classification.ipynb,ipynb,financial_text,smart_money_engine,curated_keep,News classification pattern for event intelligence.,5.02
14_working_with_text_data/README.md,research_platform_definitive/laboratorio/notebooks_ml4t_reference/14_working_with_text_data/README.md,md,support,support,curated_keep,Support file retained for curated notebooks.,15.03
14_working_with_text_data/text_data_utils.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/14_working_with_text_data/text_data_utils.py,py,support,support,curated_keep,Support file retained for curated notebooks.,5.03
15_topic_modeling/06_lda_earnings_calls.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/15_topic_modeling/06_lda_earnings_calls.ipynb,ipynb,financial_text,valuation_research,curated_keep,Earnings-call topic modeling reference.,5.38
15_topic_modeling/07_lda_financial_news.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/15_topic_modeling/07_lda_financial_news.ipynb,ipynb,financial_text,smart_money_engine,curated_keep,Financial news topic modeling reference.,26.07
15_topic_modeling/README.md,research_platform_definitive/laboratorio/notebooks_ml4t_reference/15_topic_modeling/README.md,md,support,support,curated_keep,Support file retained for curated notebooks.,12.17
15_topic_modeling/topic_modeling_utils.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/15_topic_modeling/topic_modeling_utils.py,py,support,support,curated_keep,Support file retained for curated notebooks.,3.89
16_word_embeddings/03_financial_news_preprocessing.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/16_word_embeddings/03_financial_news_preprocessing.ipynb,ipynb,financial_text,smart_money_engine,curated_keep,Financial news preprocessing pipeline pattern.,5.75
16_word_embeddings/05_financial_news_word2vec_gensim.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/16_word_embeddings/05_financial_news_word2vec_gensim.ipynb,ipynb,financial_text,smart_money_engine,curated_keep,Financial-domain embeddings reference without TensorFlow lock-in.,3.64
16_word_embeddings/06_sec_preprocessing.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/16_word_embeddings/06_sec_preprocessing.ipynb,ipynb,financial_text,smart_money_engine,curated_keep,SEC filing preprocessing pattern.,4.53
16_word_embeddings/07_sec_word2vec.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/16_word_embeddings/07_sec_word2vec.ipynb,ipynb,financial_text,smart_money_engine,curated_keep,SEC filing embeddings reference.,3.75
16_word_embeddings/README.md,research_platform_definitive/laboratorio/notebooks_ml4t_reference/16_word_embeddings/README.md,md,support,support,curated_keep,Support file retained for curated notebooks.,19.07
16_word_embeddings/embedding_utils.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/16_word_embeddings/embedding_utils.py,py,support,support,curated_keep,Support file retained for curated notebooks.,4.28
19_recurrent_neural_nets/07_sec_filings_return_prediction.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/19_recurrent_neural_nets/07_sec_filings_return_prediction.ipynb,ipynb,financial_text,future_ml_lab,curated_keep,SEC filings return prediction reference; optional advanced NLP.,5.25
19_recurrent_neural_nets/README.md,research_platform_definitive/laboratorio/notebooks_ml4t_reference/19_recurrent_neural_nets/README.md,md,support,support,curated_keep,Support file retained for curated notebooks.,13.02
19_recurrent_neural_nets/rnn_utils.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/19_recurrent_neural_nets/rnn_utils.py,py,support,support,curated_keep,Support file retained for curated notebooks.,3.05
20_autoencoders_for_conditional_risk_factors/04_build_us_stock_dataset.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/20_autoencoders_for_conditional_risk_factors/04_build_us_stock_dataset.ipynb,ipynb,ml_models,future_ml_lab,curated_keep,Asset-pricing dataset construction for conditional autoencoder research.,10.49
20_autoencoders_for_conditional_risk_factors/05_conditional_autoencoder_for_asset_pricing_data.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/20_autoencoders_for_conditional_risk_factors/05_conditional_autoencoder_for_asset_pricing_data.ipynb,ipynb,ml_models,future_ml_lab,curated_keep,Conditional autoencoder data pipeline reference.,4.8
20_autoencoders_for_conditional_risk_factors/06_conditional_autoencoder_for_asset_pricing_model.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/20_autoencoders_for_conditional_risk_factors/06_conditional_autoencoder_for_asset_pricing_model.ipynb,ipynb,ml_models,future_ml_lab,curated_keep,Conditional autoencoder model reference; optional deep-learning appendix.,3.26
20_autoencoders_for_conditional_risk_factors/07_alphalens_analysis.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/20_autoencoders_for_conditional_risk_factors/07_alphalens_analysis.ipynb,ipynb,ml_models,future_ml_lab,curated_keep,Alphalens evaluation of autoencoder factors.,19.68
20_autoencoders_for_conditional_risk_factors/README.md,research_platform_definitive/laboratorio/notebooks_ml4t_reference/20_autoencoders_for_conditional_risk_factors/README.md,md,support,support,curated_keep,Support file retained for curated notebooks.,11.72
20_autoencoders_for_conditional_risk_factors/autoencoder_utils.py,research_platform_definitive/laboratorio/notebooks_ml4t_reference/20_autoencoders_for_conditional_risk_factors/autoencoder_utils.py,py,support,support,curated_keep,Support file retained for curated notebooks.,2.52
24_alpha_factor_library/00_indicator_zoo.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/24_alpha_factor_library/00_indicator_zoo.ipynb,ipynb,factor_research,ml_stock_lab,curated_keep,Indicator inventory for curated feature blocks.,4.13
24_alpha_factor_library/01_sample_selection.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/24_alpha_factor_library/01_sample_selection.ipynb,ipynb,factor_research,ml_stock_lab,curated_keep,Sample selection and universe hygiene reference.,8.86
24_alpha_factor_library/02_common_alpha_factors.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/24_alpha_factor_library/02_common_alpha_factors.ipynb,ipynb,factor_research,ml_stock_lab,curated_keep,Common alpha factors for feature blocks.,5.26
24_alpha_factor_library/03_101_formulaic_alphas.ipynb,research_platform_definitive/laboratorio/notebooks_ml4t_reference/24_alpha_factor_library/03_101_formulaic_alphas.ipynb,ipynb,factor_research,ml_stock_lab,curated_keep,"Formulaic alpha library reference; promote selectively, not wholesale.",4.78
